crop_image,item_category,original_image,color,personal_color,final_color
e94cbe5c-6240-4fba-be1a-4275ba3e4cf3.jpg,trousers,279.jpg,darkgray,winter,gray
c5a1283d-5692-415d-96e2-50a012aa7072.jpg,long_sleeved_shirt,277.jpg,rosybrown,summer,brown
dfed1607-e1fa-484a-8a42-aa0bea036a3e.jpg,skirt,277.jpg,gray,winter,gray
bd662c2e-9f19-46e1-b21e-c3e849872866.jpg,long_sleeved_shirt,273.jpg,darkslategray,winter,green
8089c07b-116f-48d6-bcb7-53e04802ef7f.jpg,trousers,273.jpg,dimgray,autumn,gray
cbbc4552-53e0-467b-8ffc-398475011873.jpg,short_sleeved_dress,280.jpg,dimgray,autumn,gray
e8ce6063-3998-4b01-a30a-5de2ab7c46c9.jpg,skirt,281.jpg,darkgray,winter,gray
0bb4996f-12e8-4c53-b5a2-e5fefb9f107d.jpg,short_sleeved_shirt,274.jpg,gainsboro,winter,gray
538af680-56ba-4527-8cee-bc6d1754cd78.jpg,skirt,287.jpg,darkgray,winter,gray
44328e8a-ccd3-4bd6-9a89-6db17db12914.jpg,short_sleeved_shirt,287.jpg,darkgray,winter,gray
ebc16867-7964-47b5-a634-5b22344b83d9.jpg,skirt,289.jpg,maroon,autumn,red
61ee7b26-a967-40e1-a06c-29563b92c82e.jpg,long_sleeved_shirt,289.jpg,rosybrown,summer,brown
8ef14a6e-e6d0-445f-b248-be152f01c235.jpg,long_sleeved_shirt,283.jpg,black,winter,black
9a2b225e-5889-40fa-b9ca-f3e7d367ff1c.jpg,skirt,283.jpg,black,winter,black
520be6b4-c410-4a79-a0b7-b2a3749f1c68.jpg,short_sleeved_shirt,291.jpg,black,winter,black
54967948-b5ab-4597-aee8-c8a8bb4f817a.jpg,short_sleeved_dress,286.jpg,darkslategray,winter,green
866b671f-7daa-490a-8ffe-a6a928bb98a4.jpg,skirt,285.jpg,darkgray,winter,gray
dc40fa1b-f19c-41e9-ac45-fc10deba2d50.jpg,short_sleeved_shirt,285.jpg,darkgray,winter,gray
49b14ac7-ba53-4459-a94a-793b934f9e65.jpg,long_sleeved_shirt,292.jpg,gainsboro,winter,gray
004a0ecb-eca1-476a-89c0-eeb3db9fa8ba.jpg,skirt,292.jpg,firebrick,autumn,red
116ad63a-e956-4ed8-8def-225c83ead49b.jpg,long_sleeved_shirt,284.jpg,indianred,autumn,red
da866c1b-4192-4569-b50b-1fe00cd24774.jpg,skirt,284.jpg,indianred,autumn,red
b4bc0f58-884b-46f9-8f80-cfe7348507b4.jpg,short_sleeved_shirt,300.jpg,darkslategray,winter,green
3648e129-230b-4129-bd5d-cf0463253442.jpg,vest_dress,296.jpg,gray,winter,gray
3ac17ff0-7e36-4977-867c-2642ca9e3c5b.jpg,long_sleeved_shirt,302.jpg,black,winter,black
5b39228d-9054-421a-a535-9b26c6f6d171.jpg,skirt,301.jpg,black,winter,black
60041aca-1963-4902-9310-73b32cc45418.jpg,short_sleeved_shirt,301.jpg,black,winter,black
a471703b-2215-46ba-ac8e-f373f0d06c3f.jpg,long_sleeved_outwear,310.jpg,black,winter,black
c0f231aa-1915-4500-a55c-f5d4ad7d6f49.jpg,trousers,303.jpg,black,winter,black
563b263f-e87a-452b-868c-63fa9b607b25.jpg,long_sleeved_shirt,303.jpg,black,winter,black
c311b5f8-07ce-4ad8-a3e7-414b4b7364f0.jpg,skirt,303.jpg,black,winter,black
6821e1bd-b8fc-44a0-b087-89542ed36e30.jpg,long_sleeved_outwear,312.jpg,dimgray,autumn,gray
436ef674-87a7-4cbb-9280-a6c726c04c02.jpg,short_sleeved_shirt,304.jpg,dimgray,autumn,gray
4b5b4a7e-c9d1-4218-bad7-30b7b601c296.jpg,trousers,304.jpg,dimgray,autumn,gray
36189d19-f68b-441a-bb16-2b8e095d20e3.jpg,skirt,311.jpg,rosybrown,summer,brown
5efa5d3d-5fe5-4c92-b5ed-b7aa8937e222.jpg,long_sleeved_shirt,311.jpg,rosybrown,summer,brown
014d6e12-7288-40b7-b3be-d7f85507c127.jpg,trousers,311.jpg,rosybrown,summer,brown
44fa1a90-2c86-4491-8ea5-2f6ba24fda85.jpg,long_sleeved_outwear,307.jpg,black,winter,black
4812eb48-e623-47f1-ba0d-663e2de13c98.jpg,long_sleeved_shirt,315.jpg,lavender,winter,purple
1c8709fc-6fa6-431d-ba87-b1035df7a6ed.jpg,short_sleeved_shirt,319.jpg,black,winter,black
b969b3a6-3295-4ec0-862d-057d0eb61845.jpg,long_sleeved_shirt,319.jpg,black,winter,black
d31fa921-17cd-43b7-94d0-66658d04f896.jpg,long_sleeved_outwear,313.jpg,rosybrown,summer,brown
be3f86b7-2d0d-4594-9270-6b90e79aa302.jpg,long_sleeved_shirt,326.jpg,gray,winter,gray
8e61004c-978b-47fb-8810-66831e751050.jpg,long_sleeved_outwear,322.jpg,black,winter,black
d1431cab-6afe-4f7a-9f66-7359f2761c65.jpg,long_sleeved_shirt,323.jpg,darkslategray,winter,green
eab37a7a-cbf3-4472-b20e-7dba46db3b53.jpg,trousers,325.jpg,darkslategray,winter,green
46bc8ac4-5320-4450-9349-4ca894db8848.jpg,shorts,325.jpg,darkslategray,winter,green
41972382-02d2-47c2-9733-0c32d9d6e4f1.jpg,long_sleeved_shirt,325.jpg,lavender,winter,purple
f492661f-0a80-4254-ac24-2b00849d2986.jpg,trousers,332.jpg,darkslategray,winter,green
c4edccdb-e90e-4036-85f6-2728387b5deb.jpg,short_sleeved_shirt,332.jpg,darkslategray,winter,green
4dee3919-6111-4101-8d4f-0124ccc5b0d4.jpg,long_sleeved_shirt,334.jpg,black,winter,black
a4f975bb-b386-48ac-8ed4-fa5b3eacbcbf.jpg,skirt,334.jpg,black,winter,black
b51c9096-acdf-4324-938b-a42bd673b6b8.jpg,long_sleeved_shirt,338.jpg,black,winter,black
ebe805e0-003d-4085-b6c6-80c175bf6086.jpg,trousers,338.jpg,black,winter,black
77bc9b8f-c8d2-4fb9-af2c-e4ababf0dae6.jpg,short_sleeved_shirt,333.jpg,black,winter,black
2f92350a-537c-4c7a-bf66-cf44645f9a45.jpg,trousers,347.jpg,black,winter,black
3d891036-c765-46f8-9bcf-2d6d1c3e5e5b.jpg,long_sleeved_shirt,347.jpg,darkgray,winter,gray
be80e743-f608-40c1-b4fb-977be15c0f62.jpg,short_sleeved_shirt,351.jpg,black,winter,black
24b750f5-ad39-438f-856e-5cda0725e71b.jpg,trousers,351.jpg,dimgray,autumn,gray
8eb2b183-e6db-42cb-8a23-bbac4687a837.jpg,long_sleeved_shirt,351.jpg,black,winter,black
5352f35b-2eb5-4bb2-a827-d77adafc5d34.jpg,long_sleeved_shirt,349.jpg,gainsboro,winter,gray
ff5fc683-e694-4414-b01d-3dcf065dbabf.jpg,skirt,349.jpg,black,winter,black
ac00566b-22ea-46ff-9bb0-4a6a2874a976.jpg,long_sleeved_shirt,341.jpg,darkslategray,winter,green
f8570136-fec8-4f63-a67d-656b09482a07.jpg,skirt,357.jpg,rosybrown,summer,brown
d5d56cc8-92bc-43c3-b4a5-a0ea52672c91.jpg,skirt,360.jpg,black,winter,black
6693dc94-e4e5-46fc-a78b-4293a9943c51.jpg,long_sleeved_shirt,358.jpg,lightgray,winter,gray
73d44ca3-39e7-4ab7-bf08-0d6d1711e3fe.jpg,skirt,358.jpg,gainsboro,winter,gray
61b2d7dc-5cf6-43fe-ad84-6a40e6c93c16.jpg,trousers,353.jpg,black,winter,black
5316cc27-3b10-4687-9ff6-cf1bdd5b2322.jpg,sling_dress,353.jpg,black,winter,black
273a0bcd-0a9e-471a-a398-fb11ce029095.jpg,long_sleeved_outwear,355.jpg,darkgray,winter,gray
e52cc2ab-da18-4c46-a5dc-c26318013090.jpg,skirt,356.jpg,lightgray,winter,gray
5f7c4a3d-f638-4285-8954-39da66c4847b.jpg,short_sleeved_shirt,356.jpg,silver,summer,gray
222693b9-1bd5-44ac-830e-eb5e0e0705d4.jpg,trousers,352.jpg,black,winter,black
4a7a250c-c3b5-4c46-81e9-5495b2a12d70.jpg,trousers,359.jpg,black,winter,black
270889ac-37f0-4f2a-94d4-819ce3fdf995.jpg,long_sleeved_shirt,359.jpg,black,winter,black
d89df77a-489f-4bde-8c56-64e327db7880.jpg,long_sleeved_shirt,361.jpg,indianred,autumn,red
1426d968-b9e0-4a2e-b781-371cf4b33845.jpg,trousers,361.jpg,darkslategray,winter,green
f769ec58-e39f-49e4-8a29-e4ec857ea71f.jpg,trousers,364.jpg,darkgray,winter,gray
c560537b-9887-44d9-9692-8b7fb53245e7.jpg,short_sleeved_shirt,364.jpg,gainsboro,winter,gray
55c69fc3-d305-4276-84cc-8d7d460e6933.jpg,long_sleeved_shirt,371.jpg,black,winter,black
f0f499a5-6d43-4da2-b0e5-f6b46c1c1602.jpg,trousers,371.jpg,black,winter,black
96c24614-becc-4fdf-9b0a-46bfb04cd810.jpg,skirt,371.jpg,black,winter,black
52680f89-7a6e-4872-99f1-2d9ebf751ce6.jpg,skirt,369.jpg,darkslategray,winter,green
b44f99c2-8072-4314-859b-a398f9cdfc98.jpg,long_sleeved_shirt,369.jpg,darkslategray,winter,green
8c6bb0e2-d3b8-443e-8f16-c5e3421e4eff.jpg,long_sleeved_outwear,368.jpg,darkslategray,winter,green
337c47be-662c-4de1-9d88-db4a49332d4e.jpg,trousers,368.jpg,black,winter,black
463e03d3-164f-486d-8a1c-5642651dacde.jpg,long_sleeved_shirt,372.jpg,gray,winter,gray
2acc90db-3157-4396-96e8-115ac4a2bc86.jpg,skirt,372.jpg,tan,autumn,brown
7499562e-2fe3-463c-b64d-f1112ab20415.jpg,trousers,379.jpg,darkslategray,winter,green
be4c8b6d-60c6-487d-8794-ae13116522a7.jpg,long_sleeved_shirt,379.jpg,darkgray,winter,gray
7633a5c0-c62e-4f95-ad5d-6c2f8b5ed9f7.jpg,long_sleeved_shirt,375.jpg,tan,autumn,brown
2dfb49d6-ebbd-42d1-8a2e-e03482e4108e.jpg,trousers,381.jpg,black,winter,black
93f2671c-ddca-4ff9-9747-6fa169e35e4c.jpg,long_sleeved_outwear,381.jpg,black,winter,black
db964b85-5368-41ea-94c6-b6864dbad0b6.jpg,trousers,380.jpg,black,winter,black
0fd36c71-e252-43ad-a55a-a6fc151d4cc1.jpg,long_sleeved_outwear,376.jpg,dimgray,autumn,gray
0438f865-2e39-43ff-b27a-0f7024846687.jpg,long_sleeved_shirt,387.jpg,darkolivegreen,winter,green
c6a20b4a-e3ad-4132-b151-a112cb392ac1.jpg,skirt,387.jpg,dimgray,autumn,gray
e06345c2-fd93-4a33-9494-5c1cf621cea7.jpg,long_sleeved_outwear,385.jpg,black,winter,black
a4fa0110-109b-4813-abcb-ef7363b680bb.jpg,long_sleeved_shirt,385.jpg,darkolivegreen,winter,green
fb616b43-58e6-4441-b272-bf5f77a1686c.jpg,trousers,388.jpg,black,winter,black
15c11141-5171-4d55-a44c-0f55beab1a88.jpg,long_sleeved_shirt,390.jpg,darkgray,winter,gray
36f4972b-8bac-47b9-b0ee-5c0c5bbad68c.jpg,skirt,390.jpg,rosybrown,summer,brown
8e668956-1614-4130-a7a6-76cda1a9da27.jpg,long_sleeved_outwear,391.jpg,silver,summer,gray
dea2e4bb-e0d9-4047-9e11-feea8f162a90.jpg,long_sleeved_shirt,391.jpg,silver,summer,gray
b80ff543-4823-4953-ad04-3adac55afdfd.jpg,long_sleeved_shirt,397.jpg,rosybrown,summer,brown
27219ad3-d892-4f2f-8ea7-7981fc33a38c.jpg,long_sleeved_outwear,393.jpg,rosybrown,summer,brown
098ec798-184d-4e43-8ebb-64488dbe58b2.jpg,long_sleeved_shirt,392.jpg,silver,summer,gray
97418981-10a2-4978-acb1-4d80c96c798f.jpg,short_sleeved_shirt,396.jpg,black,winter,black
945a93a3-97ce-40f4-82cb-d7c300c5b27c.jpg,long_sleeved_shirt,394.jpg,silver,summer,gray
e1802813-f9f1-4fe3-aaff-92f46cc1ec72.jpg,shorts,394.jpg,silver,summer,gray
bb03978a-6468-4f7e-b50c-06d3e0dee44f.jpg,skirt,400.jpg,gray,winter,gray
ac16ab47-4e5b-4d1c-b82a-394674b741e5.jpg,long_sleeved_shirt,400.jpg,lightgray,winter,gray
6d767c94-b623-4045-9311-02b818d5acf4.jpg,long_sleeved_outwear,405.jpg,black,winter,black
4c088311-c668-4adb-9ffa-f855ceede875.jpg,trousers,402.jpg,darkslategray,winter,green
0d911bfa-2d51-4dc9-803d-b2e4042e8786.jpg,short_sleeved_shirt,402.jpg,dimgray,autumn,gray
570e9b60-4ab0-49f8-be9a-065dd4d46b7c.jpg,long_sleeved_shirt,408.jpg,gainsboro,winter,gray
0885ff08-d48e-48e1-bcbe-28ddde6e0a5c.jpg,long_sleeved_shirt,411.jpg,burlywood,autumn,white
511f01c5-5022-4753-acb4-a18ecae7c21a.jpg,short_sleeved_shirt,407.jpg,seagreen,autumn,green
75ac6eed-cae9-43be-962a-c970b51899bb.jpg,skirt,416.jpg,dimgray,autumn,gray
1d196c06-7cb9-4218-9fbc-e21701191ee2.jpg,short_sleeved_shirt,416.jpg,dimgray,autumn,gray
d6b0ebca-7aea-4368-9d12-775fcff07aa6.jpg,short_sleeved_shirt,420.jpg,lightslategray,summer,gray
4a265363-e225-496d-b49e-36f6369df455.jpg,vest_dress,420.jpg,gainsboro,winter,gray
3e3a9af6-fc46-48f3-9ffd-8445e4f157a1.jpg,long_sleeved_shirt,418.jpg,sienna,autumn,brown
5db05e35-b93e-48f2-97a1-acf1f71ea4fb.jpg,trousers,418.jpg,sienna,autumn,brown
77dae1a6-f76c-4b4d-b250-6f8bcdcba9cd.jpg,skirt,419.jpg,black,winter,black
72622bb3-10a3-48bc-8da5-212c5ccfa725.jpg,long_sleeved_shirt,415.jpg,darkgray,winter,gray
36c8877f-9d15-4840-8c62-02569eda27a2.jpg,skirt,415.jpg,darkgray,winter,gray
c876fde0-8e57-4f7c-bd4e-74241af9a8ab.jpg,trousers,413.jpg,black,winter,black
2a3384dc-c59f-4ac5-8262-79226e7db890.jpg,long_sleeved_shirt,413.jpg,gray,winter,gray
100ab23a-17d3-49c0-a62c-5e47469d736e.jpg,long_sleeved_shirt,426.jpg,darkred,winter,red
964b6296-909c-495b-8280-b084401c3933.jpg,skirt,426.jpg,darkred,winter,red
e34a54de-6f74-4b5f-a3e1-c3424f063872.jpg,long_sleeved_shirt,421.jpg,black,winter,black
0649a10d-982d-4793-bb70-92f50c37e9e9.jpg,skirt,421.jpg,black,winter,black
74feffd6-5afa-4264-b440-87a17e1b39de.jpg,long_sleeved_outwear,429.jpg,black,winter,black
60ebbc44-3e96-456e-bb62-a0cfc8e8df9a.jpg,trousers,428.jpg,black,winter,black
a0efb5b6-ccdd-4d7a-bbcf-0302d5a68378.jpg,long_sleeved_outwear,428.jpg,dimgray,autumn,gray
e93abed8-bca1-46b1-832f-d094819f1dbb.jpg,long_sleeved_shirt,433.jpg,dimgray,autumn,gray
5307944c-eff1-486c-8858-ee90b954d23a.jpg,long_sleeved_shirt,430.jpg,gray,winter,gray
4363ba75-fc5e-4166-a734-000ed1d80062.jpg,skirt,430.jpg,darkslategray,winter,green
86bc6451-ef1d-4c1e-9d9a-7bf1c2bc65dc.jpg,long_sleeved_shirt,439.jpg,dimgray,autumn,gray
13dd2d76-b502-4ada-8f4b-65c24973b17a.jpg,short_sleeved_shirt,441.jpg,gray,winter,gray
a0a767a5-3d31-475c-b6d9-6351be724921.jpg,long_sleeved_shirt,434.jpg,dimgray,autumn,gray
65d45ef1-0dc3-45f2-a23d-28cb2f578b3c.jpg,long_sleeved_outwear,434.jpg,dimgray,autumn,gray
2f56e94f-287a-4641-8520-d4207b4b086c.jpg,long_sleeved_shirt,440.jpg,slategray,summer,gray
21bd8d86-baf7-459d-8a04-5401816e2008.jpg,skirt,436.jpg,black,winter,black
d99c2e81-d30e-444b-a16d-7d85b1c48fe8.jpg,long_sleeved_shirt,436.jpg,sienna,autumn,brown
