crop_image,item_category,original_image,color,personal_color,final_color
365c1b3d-d7dc-4e7f-89f0-676fbe03f3ff.jpg,short_sleeved_shirt,484.jpg,sienna,autumn,brown
cff7dc1b-96f5-40e7-b011-59435168e32d.jpg,trousers,478.jpg,dimgray,autumn,gray
f77ceb8b-6e07-4ed6-bf9e-16dbae5cfa60.jpg,trousers,483.jpg,gray,winter,gray
5071d095-1a4f-4433-8db5-ce3c9e330e2f.jpg,long_sleeved_outwear,483.jpg,maroon,autumn,red
29125f72-56da-4de6-838c-d27a64ad7f5a.jpg,long_sleeved_shirt,482.jpg,gray,winter,gray
e15b87be-03c3-41f5-9a87-307139325bf1.jpg,trousers,482.jpg,rosybrown,summer,brown
602457cb-6c45-4e51-8fba-fe1ea5df0b1b.jpg,trousers,479.jpg,black,winter,black
bbc8cbaa-dc06-4bce-a43b-0ebc555332f2.jpg,long_sleeved_shirt,479.jpg,dimgray,autumn,gray
4875000b-44d7-422e-ba21-dbc3c0c9a56d.jpg,trousers,475.jpg,black,winter,black
f1d90737-59b6-4481-abfd-3a545f65ef5b.jpg,short_sleeved_shirt,481.jpg,lightsteelblue,summer,blue
6c462ac7-5807-4710-8351-48658228a076.jpg,trousers,481.jpg,lightslategray,summer,gray
e504828d-3841-4a2f-92ed-afaab173443e.jpg,short_sleeved_shirt,480.jpg,black,winter,black
902b3256-a3fd-46e7-832f-f72315643943.jpg,skirt,480.jpg,black,winter,black
07340f6b-424b-451e-8959-a726b864370e.jpg,long_sleeved_outwear,490.jpg,black,winter,black
ef160a16-f759-4726-8b98-e1cb404f00f1.jpg,short_sleeved_shirt,494.jpg,gray,winter,gray
9c8de3d6-3fcf-492a-86ab-6ffc9790d832.jpg,skirt,494.jpg,black,winter,black
8a49736f-ee5c-4ecb-850e-233c7e7111f0.jpg,sling_dress,494.jpg,black,winter,black
ffcafc6e-3617-4b3c-a1c2-c8e4debc4056.jpg,long_sleeved_shirt,491.jpg,dimgray,autumn,gray
d017e5be-20ac-44d3-8901-d82468cccf90.jpg,skirt,491.jpg,black,winter,black
1e9845f1-33b4-4aaa-b144-061aa648ec10.jpg,long_sleeved_shirt,493.jpg,darkgray,winter,gray
55350535-5b5e-473f-968a-0c6b98096370.jpg,skirt,493.jpg,black,winter,black
26f55c28-8b2e-4ffe-9277-eacd25ee5519.jpg,short_sleeved_shirt,493.jpg,darkgray,winter,gray
390339a3-b4be-4cea-9175-16c2546af6a2.jpg,long_sleeved_shirt,487.jpg,darkslategray,winter,green
aa56d11f-0e56-4288-9831-4345b1615396.jpg,skirt,486.jpg,silver,summer,gray
a7c84fbb-c418-40b3-a78e-f1ca3d0ef42d.jpg,long_sleeved_shirt,486.jpg,gray,winter,gray
bf51e017-8731-4f39-aacb-bcca03db7a96.jpg,long_sleeved_outwear,495.jpg,black,winter,black
105f85f9-9ef6-4d97-b6f9-55e615821bff.jpg,trousers,488.jpg,darkslategray,winter,green
15d04002-3eaf-401b-a0ec-dce60fadcbac.jpg,long_sleeved_shirt,488.jpg,dimgray,autumn,gray
d90a689b-f06a-4b8f-888f-205cae62879b.jpg,long_sleeved_outwear,503.jpg,maroon,autumn,red
02ad5f8e-4086-4d65-8fdd-af2d13ce1dbc.jpg,skirt,499.jpg,darkslategray,winter,green
6c74fb98-16c0-4197-bb18-8a859ccd1398.jpg,long_sleeved_outwear,499.jpg,black,winter,black
7933cc8b-03bd-4737-8808-692c9632dc24.jpg,short_sleeved_shirt,498.jpg,darkslategray,winter,green
c5700c75-207d-45ab-a3f7-90d900fd1731.jpg,trousers,498.jpg,black,winter,black
72fbd97b-2819-48cc-89bc-7386ec8a8ee7.jpg,trousers,498.jpg,saddlebrown,autumn,brown
e9682a28-1956-4715-8334-fab7fb99a308.jpg,trousers,505.jpg,dimgray,autumn,gray
3464b61f-6aa0-4440-8491-053965a80f18.jpg,long_sleeved_shirt,505.jpg,darkslategray,winter,green
596a0bb6-706a-4f7f-9bd5-ee8f3c891b3e.jpg,long_sleeved_outwear,505.jpg,darkslategray,winter,green
acb17192-4f01-41a9-8039-3744dc048300.jpg,trousers,502.jpg,darkolivegreen,winter,green
ac392078-9db2-451c-a126-2f40a6a147a5.jpg,trousers,504.jpg,black,winter,black
1d56621c-6cf9-4399-8b06-cae8ee448481.jpg,skirt,496.jpg,black,winter,black
2cc6bae7-a014-4e96-842b-b57f1512d70b.jpg,long_sleeved_outwear,496.jpg,black,winter,black
a6c430f6-700e-4946-aa55-5721d9fd9c50.jpg,long_sleeved_shirt,508.jpg,silver,summer,gray
60f24147-cfdd-46d1-baab-48f78751c18c.jpg,skirt,508.jpg,darkslategray,winter,green
29e82ecd-2e68-4722-b431-43799cc9e99d.jpg,long_sleeved_shirt,509.jpg,lavender,winter,purple
b2408d08-6238-42f9-9af7-9e1c3ab2fb4c.jpg,short_sleeved_shirt,509.jpg,gainsboro,winter,gray
599bbe1e-9eb7-43f0-a176-4d412f93c4e1.jpg,trousers,511.jpg,darkslategray,winter,green
eea91c78-7178-4436-80d9-c316d98d76ba.jpg,short_sleeved_shirt,511.jpg,steelblue,autumn,blue
e99f714d-ff15-49f3-8cdd-3a95ce2b2b28.jpg,skirt,506.jpg,darkslategray,winter,green
be103d48-42f1-4083-88a6-68ff4ea96caa.jpg,short_sleeved_shirt,506.jpg,darkolivegreen,winter,green
095fc92b-f19c-46b7-aab7-4a7ff684d715.jpg,long_sleeved_shirt,515.jpg,gainsboro,winter,gray
16a3b065-81b9-44dc-8923-528abd6497b3.jpg,skirt,515.jpg,black,winter,black
9dc90ca2-ac3a-46ac-b5f2-e26990ca6454.jpg,trousers,512.jpg,darkslategray,winter,green
f20bea9a-cdb0-4dcc-a540-8fed70e340d4.jpg,long_sleeved_shirt,512.jpg,black,winter,black
11354c20-a8e9-49a2-8d01-973f15fa8b1d.jpg,long_sleeved_outwear,507.jpg,steelblue,autumn,blue
48488994-5276-4f57-9633-b4198caf1800.jpg,trousers,507.jpg,black,winter,black
2080f23e-c89c-4745-baa3-2dac38bba2d7.jpg,long_sleeved_outwear,513.jpg,black,winter,black
9b8f99ff-5137-45bc-b734-dfee350a845d.jpg,long_sleeved_outwear,510.jpg,black,winter,black
43f8f3a0-c4bb-47ce-a894-8a35dfa2751a.jpg,short_sleeved_shirt,518.jpg,palegoldenrod,spring,yellow
084f20c6-4fcd-4cce-b9af-00df5b3e7c52.jpg,long_sleeved_outwear,518.jpg,palegoldenrod,spring,yellow
6b48dd72-e927-4aa3-8d61-cb48240b1c05.jpg,skirt,518.jpg,darkslategray,winter,green
9beb9410-436c-4c0d-9ff4-a06d8a72256a.jpg,trousers,523.jpg,silver,summer,gray
365f2699-edc1-405c-825c-611ce954d55b.jpg,trousers,520.jpg,black,winter,black
5306b504-d21a-4199-b1f8-15f63116fff9.jpg,long_sleeved_shirt,520.jpg,black,winter,black
4767cdd3-62a5-47f8-a621-968a3b56c497.jpg,skirt,517.jpg,darkslategray,winter,green
ceed8af4-b5d7-46aa-bfff-f2dec77033e4.jpg,long_sleeved_shirt,517.jpg,black,winter,black
132cfad3-2763-4387-84f6-84bd3e541c0f.jpg,short_sleeved_shirt,516.jpg,darkslategray,winter,green
37ff213f-6565-4b60-939d-f85dad54101f.jpg,vest_dress,521.jpg,darkolivegreen,winter,green
910ab45b-7f12-4c80-b13a-06fb489c3a1e.jpg,long_sleeved_shirt,522.jpg,darkslategray,winter,green
c51c04db-257f-412e-b4b0-4ce913fa4804.jpg,trousers,532.jpg,darkslategray,winter,green
7e79f25a-e732-483b-9b8c-abf5dacb5831.jpg,long_sleeved_outwear,532.jpg,gainsboro,winter,gray
0bd4d6c7-f5d4-48d6-b6f2-77076627a3b4.jpg,skirt,528.jpg,gray,winter,gray
e39290f2-32ab-4897-9478-f14daacdded5.jpg,long_sleeved_shirt,531.jpg,silver,summer,gray
b68df762-2824-4580-aa88-bd9cc4f08a92.jpg,trousers,531.jpg,darkslategray,winter,green
584221de-537e-4012-81ef-b515228dc3f4.jpg,trousers,526.jpg,black,winter,black
5e2cc362-16c6-4a34-bd5f-081a16f1a964.jpg,short_sleeved_shirt,526.jpg,darkslategray,winter,green
18eece8b-63ac-4260-8d6c-50acc83bed4c.jpg,short_sleeved_dress,526.jpg,lightgray,winter,gray
aa31d127-b987-4be3-8a42-b793e35aa6e9.jpg,long_sleeved_shirt,535.jpg,darkgray,winter,gray
461bfdb2-b25a-4614-9298-2780a061e2df.jpg,skirt,535.jpg,tan,autumn,brown
39d73e76-c031-48e0-ab8c-7498c84e0334.jpg,skirt,529.jpg,silver,summer,gray
1fb7ce31-5c27-4ada-be51-87fc17affd93.jpg,long_sleeved_shirt,529.jpg,darkgoldenrod,autumn,brown
1f09c609-2287-4c75-9266-98bdd8cf8ad9.jpg,trousers,527.jpg,black,winter,black
5b138615-ffd4-4ff2-81bc-c17812c3a0be.jpg,short_sleeved_shirt,527.jpg,darkslategray,winter,green
dd493cc2-fc82-4122-95c4-45a3a6f551f6.jpg,trousers,541.jpg,black,winter,black
91e38828-b557-459a-afd4-e967efd92f04.jpg,long_sleeved_shirt,541.jpg,rosybrown,summer,brown
ed883285-418b-4f4b-86e7-4c9ada54452b.jpg,long_sleeved_outwear,538.jpg,sienna,autumn,brown
799ad5b2-63e9-4fd9-988c-826134106a96.jpg,long_sleeved_outwear,542.jpg,darkslategray,winter,green
f412d7b8-e910-45ff-ba32-7f675214229f.jpg,trousers,536.jpg,black,winter,black
8936700c-d268-43d4-bf9c-cbc3aba10e11.jpg,long_sleeved_shirt,536.jpg,darkslategray,winter,green
9c109730-4d89-48c4-90a7-e1c6341f6837.jpg,long_sleeved_outwear,537.jpg,black,winter,black
230698f8-07d1-4c77-a0c9-a9c6497ca9cb.jpg,long_sleeved_outwear,546.jpg,darkslategray,winter,green
d011087e-7969-4c6c-ac7c-98e4e3fc88cd.jpg,long_sleeved_outwear,539.jpg,gray,winter,gray
1862a0bc-16a2-4577-acce-5ec5a8d70036.jpg,long_sleeved_outwear,545.jpg,black,winter,black
247c00e6-3242-4cd9-81f2-b57018c80bd9.jpg,long_sleeved_outwear,544.jpg,black,winter,black
41b6fe3e-3aa2-4641-a655-ca373ea44680.jpg,long_sleeved_shirt,544.jpg,black,winter,black
13cf31ad-c4fe-4875-a818-591f555cfc7a.jpg,trousers,544.jpg,lightgray,winter,gray
3dd61862-1624-455f-ab49-7249d5d707d3.jpg,skirt,543.jpg,black,winter,black
2f75be33-bf0c-4425-9e3b-90db85c7b48f.jpg,long_sleeved_shirt,543.jpg,black,winter,black
97c7dbdd-c590-4849-9357-d6c9a99ff88d.jpg,trousers,555.jpg,cornflowerblue,autumn,blue
d1cb2206-364f-424f-85c4-01489f459ee2.jpg,trousers,547.jpg,gray,winter,gray
cd8e82af-58be-4803-8408-82e28892177f.jpg,long_sleeved_shirt,547.jpg,darkolivegreen,winter,green
3bb4aaec-c709-4969-a560-9f020a0e11a3.jpg,long_sleeved_shirt,551.jpg,gray,winter,gray
b71ee9f0-b646-4ec3-bbb7-9f10e97d237c.jpg,trousers,551.jpg,black,winter,black
09337497-1dd0-4723-9127-5229dfefd4dc.jpg,long_sleeved_outwear,551.jpg,gray,winter,gray
4cf7eb8d-51bd-4215-be86-54f10d9ac6e1.jpg,trousers,554.jpg,black,winter,black
2e3525c9-7468-431c-a3dd-6e2e038fb009.jpg,long_sleeved_shirt,554.jpg,darkgray,winter,gray
2a019163-7bc1-4373-8dec-19a5905fc407.jpg,long_sleeved_outwear,553.jpg,black,winter,black
cd377c6a-9ccf-4eeb-b4e0-f6ee728f4311.jpg,trousers,553.jpg,darkolivegreen,winter,green
c517c8f6-a554-4d79-bcd0-23e3a1d55af7.jpg,shorts,552.jpg,silver,summer,gray
cf1c43e7-1c10-46e7-96f5-c7c0930400ae.jpg,short_sleeved_shirt,552.jpg,darkslategray,winter,green
74ccd6c3-e9fe-409e-a834-68ecce49d6f3.jpg,trousers,552.jpg,silver,summer,gray
0da8b891-198b-4849-9c02-852903d64e8f.jpg,long_sleeved_outwear,556.jpg,darkgray,winter,gray
49ecce0b-b975-426d-8f5b-0b6bf269a282.jpg,trousers,556.jpg,darkslategray,winter,green
c7ad960b-24e7-410e-b6f6-40d88708559d.jpg,skirt,556.jpg,darkslategray,winter,green
5a4a5845-5ecf-4406-92af-b134e5a9a290.jpg,long_sleeved_outwear,548.jpg,darkgray,winter,gray
08d84446-f89c-4177-8345-4f18f4b6b242.jpg,sling_dress,566.jpg,steelblue,autumn,blue
e0b5acde-6443-4226-adb1-5ee4c2fc04ad.jpg,long_sleeved_outwear,566.jpg,steelblue,autumn,blue
d9d013c4-25f1-42f6-9789-f3b9004641cb.jpg,long_sleeved_shirt,558.jpg,black,winter,black
a49397c8-b668-4552-bd03-b62fecd96994.jpg,long_sleeved_outwear,562.jpg,black,winter,black
17e00f7b-914c-4025-87cf-a83a18903b7b.jpg,long_sleeved_shirt,562.jpg,black,winter,black
d7800e95-41c1-42b7-9510-3089fd77e6a0.jpg,trousers,562.jpg,darkslategray,winter,green
54b998a5-c5b4-48db-a899-26cbb477ed89.jpg,long_sleeved_shirt,565.jpg,wheat,autumn,brown
320304a4-cc67-4ae9-aa97-40f92043be60.jpg,skirt,565.jpg,dimgray,autumn,gray
a09c4f1f-eed5-486e-ade6-f49cfc097b28.jpg,long_sleeved_shirt,563.jpg,rosybrown,summer,brown
f3ffea3a-2245-4ed7-8814-88a67ca2b06e.jpg,trousers,563.jpg,black,winter,black
2fe69bae-d4e4-49d8-bdf9-19263a7092ef.jpg,skirt,563.jpg,gray,winter,gray
8c7975f0-d315-4f1c-938e-b6e28276f94c.jpg,skirt,570.jpg,darkslategray,winter,green
ad39cf19-5f5e-4c84-94ce-e6b54ab73686.jpg,long_sleeved_outwear,572.jpg,black,winter,black
4d72f256-226f-4660-a046-a4e1e1d3f838.jpg,long_sleeved_outwear,567.jpg,darkgray,winter,gray
31854069-5da6-45b7-be17-63d106c72422.jpg,long_sleeved_outwear,568.jpg,darkolivegreen,winter,green
148b386a-e8a6-4dcc-b498-45887208e55a.jpg,trousers,569.jpg,slategray,summer,gray
c2d653d5-9cd2-4056-b523-e3fb1d633e86.jpg,trousers,574.jpg,black,winter,black
e281110f-99bd-481b-9c0a-d2e3d921e1dc.jpg,long_sleeved_shirt,574.jpg,darkslategray,winter,green
b8295a55-cf0a-43cc-bb7c-f629617557aa.jpg,trousers,576.jpg,black,winter,black
e8837d79-94b8-463b-90d0-c981d21f4b1f.jpg,short_sleeved_shirt,576.jpg,darkslategray,winter,green
4d2a9964-8991-4056-b859-43f56c35f09c.jpg,skirt,571.jpg,black,winter,black
bd840f9e-d96a-486c-bd5e-1c714fe2ed61.jpg,skirt,585.jpg,gray,winter,gray
100c8267-d4d4-471e-8109-47b1d9c23914.jpg,long_sleeved_outwear,585.jpg,darkgray,winter,gray
08618065-d48f-4209-ba14-4143650f5040.jpg,short_sleeved_shirt,587.jpg,darkgray,winter,gray
b670f862-b7fa-4e24-a6a9-bdac80c2118f.jpg,trousers,587.jpg,black,winter,black
ba6d4681-0d1f-4a83-ad88-52132fe4325c.jpg,long_sleeved_shirt,581.jpg,darkslategray,winter,green
3fe66220-bfc3-4831-b14b-d29f46519e09.jpg,skirt,581.jpg,darkslategray,winter,green
75e8f301-8df2-4501-8ce9-71ba9d97b96d.jpg,trousers,580.jpg,black,winter,black
5bd097e4-ce56-44c5-b4bf-068c264c6c85.jpg,long_sleeved_shirt,586.jpg,gray,winter,gray
0672d5b3-9b6e-484c-8867-24df4bae5a29.jpg,short_sleeved_shirt,583.jpg,black,winter,black
37654d2e-4651-4465-ac05-4178fb2e6c0c.jpg,trousers,583.jpg,gray,winter,gray
4087f956-e059-4feb-872f-19c901fbbf8c.jpg,long_sleeved_shirt,584.jpg,black,winter,black
e1e105f8-b435-4f1b-a534-4460cc532d8b.jpg,skirt,584.jpg,dimgray,autumn,gray
d85b0871-6834-4f17-a911-e0fe109a133d.jpg,short_sleeved_shirt,578.jpg,black,winter,black
996432c1-a804-4c25-8eb4-26878bc9a4fa.jpg,trousers,578.jpg,darkgray,winter,gray
93b79e3a-11ea-472b-94fc-1c36c85bc3b8.jpg,trousers,579.jpg,black,winter,black
49995f7b-ca95-4601-9c81-7d787abf4e96.jpg,long_sleeved_shirt,579.jpg,silver,summer,gray
b26eb316-3c9f-4d65-becf-06e7975a6395.jpg,long_sleeved_shirt,582.jpg,dimgray,autumn,gray
36493041-4f2f-4894-a0ec-8b276f4892c3.jpg,long_sleeved_outwear,596.jpg,black,winter,black
0f391b39-9eda-44ba-8e37-77916d37ac17.jpg,sling_dress,596.jpg,darkolivegreen,winter,green
46ea1ebd-cf39-4eb8-9bf3-7221be977a5e.jpg,short_sleeved_shirt,596.jpg,darkgray,winter,gray
688fd9de-a9df-4a51-9636-fb6a48b1a902.jpg,short_sleeved_shirt,589.jpg,darkslategray,winter,green
7a147ffc-f2d4-4d3e-98ea-514cf03be263.jpg,trousers,594.jpg,black,winter,black
0442f2a1-375e-4de3-a468-52ebc6208ee9.jpg,long_sleeved_shirt,594.jpg,dimgray,autumn,gray
e0c13603-ad0f-4a6d-9744-c2bc4bd9e4c5.jpg,short_sleeved_shirt,594.jpg,dimgray,autumn,gray
c9811c64-e1c7-4f0b-ae0c-d86e40127bb0.jpg,long_sleeved_outwear,591.jpg,black,winter,black
b239cd29-d6af-444a-bd8b-78cfe23d19c2.jpg,long_sleeved_outwear,588.jpg,dimgray,autumn,gray
a4028b10-55e8-45d8-842f-805a9f6b52f6.jpg,trousers,593.jpg,silver,summer,gray
0256cdc8-caf5-46ce-b2fe-774fc9b4934d.jpg,long_sleeved_shirt,593.jpg,black,winter,black
8a5e54de-2ff2-444f-a2ab-cc250d525218.jpg,skirt,608.jpg,gray,winter,gray
69a2a299-536f-4575-b1c6-dcf774b1b872.jpg,long_sleeved_shirt,608.jpg,darkslategray,winter,green
906b93ac-92ba-4c4c-bfff-0b2d1dd10627.jpg,skirt,601.jpg,darkolivegreen,winter,green
f8406173-f5aa-427b-86c7-e24bd5819f73.jpg,long_sleeved_shirt,601.jpg,black,winter,black
9cdc37d3-55b5-46b4-9872-4cb7e6041afc.jpg,short_sleeved_shirt,601.jpg,saddlebrown,autumn,brown
812bd0e8-df65-49da-9af3-8211a10a2e46.jpg,trousers,607.jpg,gray,winter,gray
143a5134-472f-4ea0-8ae7-f6adc4e3dad2.jpg,long_sleeved_shirt,607.jpg,black,winter,black
7421964e-cfd1-49ab-9143-7dee5b018a05.jpg,long_sleeved_outwear,603.jpg,darkolivegreen,winter,green
c2d7e911-0b70-480e-919a-de86dcf65a7c.jpg,skirt,603.jpg,black,winter,black
51ab83b6-5264-4af1-8fd7-00992caead38.jpg,trousers,605.jpg,gray,winter,gray
3734d70d-7dc4-4f4c-bbbd-c1366829beb3.jpg,long_sleeved_outwear,605.jpg,antiquewhite,spring,white
5d2d9289-328e-4e34-8280-8766cba2637c.jpg,skirt,600.jpg,black,winter,black
60a04146-6c88-40ca-a00e-782a7918f1c4.jpg,long_sleeved_shirt,600.jpg,silver,summer,gray
34cb347e-fea1-436c-bdd0-e2cf791e6868.jpg,long_sleeved_outwear,600.jpg,silver,summer,gray
3d902cd0-3dc5-4049-9dd5-2fde5e25939b.jpg,trousers,604.jpg,black,winter,black
f8f2dc8f-c867-45a6-ba22-851ace72872b.jpg,long_sleeved_shirt,604.jpg,gray,winter,gray
1a6829f1-d399-4d02-81ef-dca47157ccf0.jpg,trousers,602.jpg,rosybrown,summer,brown
b3213705-51d1-4321-9da1-5eba21d5d293.jpg,long_sleeved_outwear,602.jpg,darkgray,winter,gray
8d836a4e-64ba-4659-9bbe-3b648ddd246f.jpg,trousers,599.jpg,darkslategray,winter,green
2b8090e3-745b-4d3f-b953-36db791414c7.jpg,long_sleeved_shirt,599.jpg,black,winter,black
67a0c0a0-c2a3-456e-a0e0-fb482c143cd5.jpg,long_sleeved_shirt,599.jpg,black,winter,black
e8568c6a-063e-4b98-9c50-c87829caa01c.jpg,skirt,609.jpg,black,winter,black
7a1b7ca0-cb46-4b2a-932a-db4419f1ed7f.jpg,short_sleeved_shirt,609.jpg,darkslategray,winter,green
b72d5e66-5360-4c7d-b010-f8857cc6299b.jpg,long_sleeved_outwear,615.jpg,black,winter,black
65cef39c-912c-44c4-a48c-0871de75c7e1.jpg,sling_dress,615.jpg,darkslategray,winter,green
7807badd-1b50-4486-ba8c-ca5ed3cddb60.jpg,long_sleeved_outwear,613.jpg,darkgray,winter,gray
067d43b4-cc76-4232-8ac9-23971545a44d.jpg,short_sleeved_shirt,616.jpg,black,winter,black
78c18949-279a-4f8f-9a99-8f42b9262c22.jpg,trousers,616.jpg,cornflowerblue,autumn,blue
53f96f8f-fde8-4e61-9fe1-665c647c60fa.jpg,sling_dress,616.jpg,cornflowerblue,autumn,blue
abfd5b23-df7a-408e-9b7f-652cb3a097cf.jpg,long_sleeved_shirt,617.jpg,silver,summer,gray
7c5e9fa6-29ee-45f3-a4ea-f9080e0b96fb.jpg,trousers,617.jpg,darkslategray,winter,green
3c31e304-ff8f-478e-b4df-f07b137bc87c.jpg,long_sleeved_shirt,614.jpg,darkgray,winter,gray
31c47139-6292-408e-b25b-96e00cc07e08.jpg,skirt,614.jpg,black,winter,black
51010550-6e4e-4ff3-944a-f14dcd3dc308.jpg,long_sleeved_outwear,610.jpg,dimgray,autumn,gray
829c4e53-eae2-4d49-bef2-a176bc80cc2f.jpg,long_sleeved_shirt,628.jpg,black,winter,black
6095939d-ea01-45c9-9c28-3584aa98fda7.jpg,trousers,628.jpg,dimgray,autumn,gray
c5e80b84-cd11-4ac6-9427-33890eea7b84.jpg,short_sleeved_shirt,624.jpg,darkslategray,winter,green
b7fdb304-f190-4e8e-a221-1fe6b8e5f3ab.jpg,long_sleeved_shirt,624.jpg,darkslategray,winter,green
2b6b077b-87e2-4f69-b824-285573bf829b.jpg,long_sleeved_outwear,626.jpg,black,winter,black
088accb5-2628-451e-9011-5d714326b542.jpg,long_sleeved_outwear,621.jpg,black,winter,black
36212da3-fa13-4597-a056-581ba2042662.jpg,skirt,621.jpg,black,winter,black
60cfcad6-df6c-450c-a804-fc4accf56b18.jpg,long_sleeved_shirt,622.jpg,black,winter,black
6b068b8c-1934-4596-be77-fcafd194c428.jpg,trousers,622.jpg,black,winter,black
6554e951-9737-4b78-8f4f-d463ac6cf58b.jpg,long_sleeved_outwear,620.jpg,silver,summer,gray
85029545-b56f-4b40-93c3-9bf63e1d3503.jpg,long_sleeved_outwear,619.jpg,black,winter,black
5107b854-8a61-4440-8f63-f38dfdf3abe5.jpg,trousers,619.jpg,black,winter,black
d23dbe4a-eefe-4d17-b3ad-b4bac364f6c5.jpg,long_sleeved_shirt,637.jpg,darkslategray,winter,green
800e7d76-67f2-4411-a51c-02eb1cf9190f.jpg,trousers,632.jpg,midnightblue,winter,blue
eb3f608f-3d8b-4b6c-b848-044b5da0d0a1.jpg,long_sleeved_shirt,632.jpg,black,winter,black
3e555f8a-c51c-472e-9743-ddbae06db855.jpg,trousers,631.jpg,black,winter,black
a78c3c84-87b2-4f90-8e2e-59adfd2d5ef7.jpg,long_sleeved_shirt,636.jpg,lightgray,winter,gray
