crop_image,item_category,original_image,color,personal_color
a3efec9a-a354-43c7-9c39-cf39b6544fea.jpg,trousers,612.jpg,whitesmoke,winter
3e84fd60-2bfa-45d9-9e16-9ee99955ce4b.jpg,long_sleeved_shirt,606.jpg,darkslategray,winter
362b15af-96b2-4711-add0-c5733f9f3a1b.jpg,vest,170.jpg,tomato,spring
7bfa828a-c64d-4903-ba44-17b239128f28.jpg,short_sleeved_outwear,170.jpg,black,winter
f978b437-0744-429a-8cbf-91eae561a917.jpg,skirt,170.jpg,black,winter
37998eaa-8475-4962-97ec-fa45d8da9402.jpg,trousers,389.jpg,darkgray,winter
10a8f9bc-1b1c-43a0-a0b5-bc58135a082c.jpg,vest,160.jpg,dimgray,autumn
2a533960-641f-4268-9ac3-21576f47e956.jpg,short_sleeved_outwear,160.jpg,dimgray,autumn
8b88dc0f-a77c-4415-b5bf-efa6c638d188.jpg,trousers,160.jpg,dimgray,autumn
7be00d58-773c-42b4-b05b-1b61f445bd15.jpg,trousers,362.jpg,black,winter
e658c90f-8843-42fc-9ebd-ec9ee940cd78.jpg,long_sleeved_shirt,362.jpg,black,winter
254bda75-33d6-4e69-946e-7e1e95cf779f.jpg,skirt,202.jpg,black,winter
1cacae6e-bb4b-498b-972e-869d6744720e.jpg,short_sleeved_outwear,202.jpg,black,winter
416284d3-02e5-43c4-b153-03452a3bd0e7.jpg,skirt,564.jpg,dimgray,autumn
f55e9e80-60fb-412f-90a9-ac208352ee32.jpg,short_sleeved_outwear,564.jpg,black,winter
dec6f051-31d5-4896-b348-a501eb8b9073.jpg,trousers,438.jpg,black,winter
ef8c868b-ae98-4749-8b6a-af52d7985040.jpg,skirt,376.jpg,black,winter
90ef4d43-73de-4e89-8f60-662386a610aa.jpg,short_sleeved_outwear,376.jpg,gainsboro,winter
33417788-4b1c-4da2-a4f7-6ffa711c9375.jpg,long_sleeved_shirt,410.jpg,lightsteelblue,summer
dd5e7db0-bc36-4fa5-b73b-01f6c67aefa3.jpg,trousers,404.jpg,black,winter
f45e5e68-72ad-4812-a894-7ec42c9b686e.jpg,short_sleeved_outwear,404.jpg,darkslategray,winter
70002155-d2b9-4e67-97e7-2db56f3f792b.jpg,skirt,558.jpg,indigo,winter
7ecbfb39-0921-4675-87f0-39b0104bee87.jpg,short_sleeved_outwear,558.jpg,slateblue,summer
b1d60e21-0467-4b7c-bf56-34262ca27e2c.jpg,long_sleeved_shirt,217.jpg,darkred,winter
96661d25-2594-4a17-a56d-f74236614a86.jpg,trousers,217.jpg,darkred,winter
7ddfaa05-635b-4848-a255-9bf5344189d2.jpg,trousers,570.jpg,lightsteelblue,summer
a53d91a4-c0d9-4734-9132-54225fc75ed4.jpg,long_sleeved_shirt,570.jpg,lavender,winter
9fa57401-1428-4c08-9811-e1b2cd736ebe.jpg,vest,570.jpg,lavender,winter
71be0d7f-59f7-4b11-9ef7-f233fd4fa374.jpg,skirt,571.jpg,darkslategray,winter
a1ce7404-2091-4c59-83b8-2aecdb719c59.jpg,short_sleeved_outwear,571.jpg,black,winter
08684359-7204-4a25-8ef4-350112f05aaa.jpg,short_sleeved_dress,405.jpg,black,winter
2cdefb20-dbd8-406c-99e4-5b9dc55fab3a.jpg,vest,405.jpg,black,winter
24e12b6d-c4a1-46f9-bad0-dce0ec348895.jpg,trousers,565.jpg,black,winter
c9fc088b-4925-4e7a-9dd5-b1037e58208c.jpg,vest,565.jpg,darkgray,winter
c71f3bd8-5e61-481e-bc08-7c0e36303739.jpg,skirt,565.jpg,black,winter
f5645b0d-64c8-4cab-80a2-79015974934b.jpg,sling_dress,363.jpg,black,winter
f6fbaa99-c205-4309-8fa7-4eaf600cca7f.jpg,short_sleeved_dress,363.jpg,black,winter
aaa494fc-89cd-45f1-9a0b-31f9b28fd4f3.jpg,short_sleeved_outwear,411.jpg,linen,autumn
2f8a6569-71a3-49c5-b623-88fea93f804f.jpg,skirt,411.jpg,black,winter
6c110c43-f91f-4615-bdfd-93c480a78a93.jpg,trousers,377.jpg,black,winter
21ef217d-c99d-49c5-8640-cb7a0c41eeb9.jpg,short_sleeved_outwear,377.jpg,black,winter
54c23cf2-ae1c-4cda-bd7c-235ed518ee0b.jpg,vest,439.jpg,black,winter
12dca151-b8dc-4dc6-98d0-dff211835dc0.jpg,short_sleeved_outwear,607.jpg,darkslategray,winter
3df51464-6e94-4373-973d-9a5a1b481f6f.jpg,,607.jpg,black,winter
1d6cb8ef-2893-457d-b8af-a4f1a9c96aa1.jpg,vest,607.jpg,black,winter
c539b9ff-1617-4614-8240-b20891f415d3.jpg,skirt,607.jpg,black,winter
bc3bbaf7-084f-407f-a407-91af00d4f341.jpg,long_sleeved_shirt,48.jpg,gainsboro,winter
9237e70a-e549-4e7b-9b1c-31c13686722a.jpg,trousers,48.jpg,lavender,winter
ae1939e5-81b0-4143-98ce-cfc7732fe62f.jpg,trousers,175.jpg,darkorchid,winter
d82c34f5-0c89-43d9-9b14-8ec2a5e0a24c.jpg,short_sleeved_outwear,175.jpg,mediumorchid,winter
bcdedc77-e4e5-4c91-99e0-21bafff1ea66.jpg,long_sleeved_shirt,175.jpg,mediumorchid,winter
28d39325-8992-4327-b562-63c5c5cb509f.jpg,long_sleeved_shirt,605.jpg,mistyrose,summer
447c48f3-1c36-4aa2-8db8-450e078516a9.jpg,trousers,605.jpg,lightsteelblue,summer
8a8201d4-9a16-4f05-bc57-8656be218b33.jpg,short_sleeved_outwear,613.jpg,black,winter
96605f02-43e3-43f9-8dc0-08ac752eda5c.jpg,short_sleeved_dress,613.jpg,rosybrown,summer
fa444308-6930-4568-acfd-976ccc550c6f.jpg,short_sleeved_outwear,62.jpg,silver,summer
b7f3ca11-d01e-426a-a1f0-a55100f20b84.jpg,trousers,62.jpg,whitesmoke,winter
e4b5aeab-d82b-45b1-9e29-3b07cf9ed94f.jpg,trousers,188.jpg,whitesmoke,winter
ce4798cf-5747-4106-8844-a2195eda8a07.jpg,skirt,639.jpg,darkslategray,winter
66755015-3241-42a1-8b54-1b139d45f057.jpg,vest,639.jpg,black,winter
de2c9f34-c1d9-4597-9dfb-2eb977cd13e1.jpg,short_sleeved_outwear,89.jpg,orangered,spring
2592c334-8d52-41b9-b92a-47d836b8602a.jpg,short_sleeved_outwear,361.jpg,darkslategray,winter
1d29187a-7557-4323-a365-0ac965003956.jpg,short_sleeved_outwear,611.jpg,darkgray,winter
7b8c589e-aa8b-4079-a5b1-8c40a5f1b216.jpg,short_sleeved_dress,611.jpg,gray,winter
6f25bfdd-cedb-4eb2-b0e2-e57143005c83.jpg,vest,375.jpg,dimgray,autumn
fb6e4e56-d817-4194-9319-90cba3986376.jpg,trousers,407.jpg,black,winter
5cad258f-560e-46fe-b32e-ebbe45ce96ae.jpg,short_sleeved_outwear,407.jpg,black,winter
b8d6bf8a-86c2-47ac-8f30-8c723e875878.jpg,skirt,365.jpg,black,winter
14f31942-8ced-4bba-9911-05bedef10776.jpg,short_sleeved_outwear,365.jpg,black,winter
b73f3716-29cc-42f1-8934-7dac1ec5a46f.jpg,trousers,365.jpg,black,winter
37f2b558-f71d-4bfd-82b4-30f0752d44f2.jpg,trousers,167.jpg,rosybrown,summer
9586a393-f915-4769-89b1-05d1e581ce17.jpg,vest,615.jpg,black,winter
40208cfe-6d4e-47bb-8999-c21888fb3e95.jpg,trousers,615.jpg,black,winter
e2cb6b0f-c299-45bf-99ad-c42b0a7878c0.jpg,skirt,615.jpg,black,winter
486a0191-08bd-4ee5-90bb-9ff8673afeda.jpg,trousers,601.jpg,black,winter
67c285e8-e590-4681-b85b-d369a858e79c.jpg,skirt,601.jpg,black,winter
d3696fa6-838f-4a50-b353-e019861d3b74.jpg,short_sleeved_outwear,601.jpg,black,winter
36791463-39cd-42c2-b0ed-366c3916cc7e.jpg,long_sleeved_dress,403.jpg,darkgray,winter
f18b4aa1-154c-4db8-93fb-390644ffe012.jpg,skirt,629.jpg,darkslategray,winter
9179b05a-fe82-4e43-9579-67742c9557c7.jpg,short_sleeved_outwear,629.jpg,black,winter
43ff1052-15c8-4c4c-a345-5112807d156f.jpg,vest,629.jpg,black,winter
a0449ddd-fb92-4903-ac6e-612b6b064e61.jpg,vest,72.jpg,black,winter
c7c9bb74-7b7f-4c18-b895-f55e97cfe835.jpg,trousers,72.jpg,black,winter
7de9fe72-8836-4252-8ed1-03abdbd49556.jpg,long_sleeved_shirt,66.jpg,black,winter
4c475aac-0ff1-4312-9bd3-f8f49a81078e.jpg,long_sleeved_shirt,8.jpg,sienna,autumn
382f5d85-9663-4f60-b688-97be2eb4b2fc.jpg,trousers,367.jpg,darkgray,winter
684568e6-6e95-4057-a03b-e909c3ebeab7.jpg,trousers,64.jpg,dodgerblue,summer
7389a7b1-be22-4447-ab7a-213ca5029c07.jpg,skirt,70.jpg,dimgray,autumn
887132f9-9c78-4b31-a60d-a10fef0fcd2c.jpg,vest,70.jpg,darkslategray,winter
b8aafdf7-270f-4b73-85e4-ad821adb1f04.jpg,trousers,70.jpg,dimgray,autumn
4c05ec8a-ca23-4d9f-91fe-41f6e8a47112.jpg,skirt,617.jpg,black,winter
ca767e3a-8aeb-45de-b82b-6a4ec22cb68d.jpg,short_sleeved_outwear,617.jpg,black,winter
d905d627-ba0b-4acd-acf2-57fa7c2570d3.jpg,trousers,603.jpg,midnightblue,winter
fbfe2226-6ac7-43ca-be5e-a04749dba6a3.jpg,sling,603.jpg,thistle,summer
cc0022ed-2966-4014-a96f-50b863f203df.jpg,short_sleeved_outwear,603.jpg,thistle,summer
ede5a2bf-32f9-41f1-a77b-deb015028891.jpg,vest,58.jpg,black,winter
089847c9-ac9d-40a8-bf79-cdae0e4639c4.jpg,trousers,58.jpg,black,winter
3de7c212-8e5d-46cf-bcd2-7707bad4d92f.jpg,short_sleeved_outwear,58.jpg,black,winter
ce8be56d-21f7-4795-b336-196aea1aa152.jpg,short_sleeved_dress,398.jpg,darkslategray,winter
7dedf36a-3b9b-4e1a-b9c7-01995b5976a7.jpg,short_sleeved_outwear,398.jpg,black,winter
2f60e19e-4f56-4509-b6e0-cfe998b0eefd.jpg,long_sleeved_shirt,398.jpg,black,winter
c6eb0cc5-1d61-4314-aa83-cffc18ae6f81.jpg,skirt,373.jpg,darkslategray,winter
fadb1690-0528-4b57-9d7a-7d77ec6f4d8f.jpg,short_sleeved_outwear,415.jpg,darkslategray,winter
d92928c7-b588-4995-b987-c99cafcae0bc.jpg,short_sleeved_dress,415.jpg,darkslategray,winter
eadd1dd6-7196-42a9-9f15-264621a17d7c.jpg,vest,401.jpg,black,winter
fd7b01f2-4a15-4cbe-9544-f8666d76e110.jpg,trousers,401.jpg,black,winter
70abfe82-89fd-4bf4-a0bb-88e90166c236.jpg,vest,213.jpg,darkslategray,winter
a0701f61-b580-4ecb-b139-8b0e30b64dbd.jpg,trousers,213.jpg,black,winter
0ddd7c66-c26a-461f-a343-e5b540021cbc.jpg,skirt,212.jpg,black,winter
312e6e85-adef-4a70-ad99-d468ee9aa66e.jpg,short_sleeved_outwear,212.jpg,black,winter
4171fcc7-2f9e-46a0-825b-a8ff25b4ceb8.jpg,trousers,212.jpg,black,winter
c2b7a3a3-d392-4094-97cd-27d0004a26bb.jpg,long_sleeved_shirt,575.jpg,silver,summer
86c4d9f5-3bc2-47d6-91a4-2066824816b5.jpg,trousers,575.jpg,darkslategray,winter
9afe1e90-b659-4734-a2bc-7724532a759f.jpg,trousers,429.jpg,silver,summer
52e95894-d9f7-4d03-b116-19d0ca9e7972.jpg,trousers,429.jpg,sienna,autumn
1da97926-5cbd-49fb-8a6f-bf12c0d6a2ce.jpg,skirt,561.jpg,black,winter
c7dcb1e0-1f9f-4f3c-8f1c-a07c844949ff.jpg,sling,561.jpg,black,winter
ae7d51e7-eaa4-41e3-93af-9e06ee957b58.jpg,trousers,561.jpg,black,winter
cc7a0ba7-4bf0-4dc4-866c-29030ba04ab6.jpg,trousers,548.jpg,lavender,winter
44498614-df70-42cc-ac74-80935955eedc.jpg,short_sleeved_outwear,548.jpg,black,winter
0ed9efed-aec9-4ca6-838a-ac6275b153c5.jpg,skirt,548.jpg,rosybrown,summer
435a86e9-a9e4-4b2f-8fe8-8ff4e0ecdc82.jpg,short_sleeved_outwear,549.jpg,lightsteelblue,summer
bd63b56e-8be2-4f92-89b5-29c2040ef020.jpg,skirt,549.jpg,darkslategray,winter
502fdbb2-3fea-4363-98f8-3acfae286f56.jpg,short_sleeved_outwear,574.jpg,black,winter
06d85786-dfb4-44b4-aa50-6c53fccce047.jpg,trousers,574.jpg,black,winter
8e7f9eaf-b4fb-4492-bb53-4e7bdd3af5d6.jpg,short_sleeved_dress,574.jpg,black,winter
0eca16cf-341c-4633-a2ed-eb0a6d1504d1.jpg,skirt,372.jpg,black,winter
7fe907ce-1650-4732-a711-bee5290acbd9.jpg,short_sleeved_outwear,366.jpg,black,winter
cbed280d-71e1-4f53-be32-8db26305d2fb.jpg,short_sleeved_dress,366.jpg,black,winter
cfd23882-bab1-429c-9c95-e521d25d00b9.jpg,short_sleeved_dress,414.jpg,darkslategray,winter
8ed0f23b-16b1-4800-9358-b094a5c10fe1.jpg,short_sleeved_outwear,428.jpg,silver,summer
9a609432-6cbb-42bb-a3c7-95d8a014d692.jpg,short_sleeved_dress,428.jpg,gray,winter
27df7664-95c5-4eaf-b356-c7331d8aea1c.jpg,short_sleeved_outwear,158.jpg,tomato,spring
67e8ae77-664a-4c3d-8edd-e81984488d4b.jpg,short_sleeved_outwear,560.jpg,lightslategray,summer
23578991-c20d-4dff-9fc2-0ae1c51e0a31.jpg,skirt,400.jpg,black,winter
63576334-97c3-4956-a4b2-a2faeb45ef6d.jpg,vest,400.jpg,black,winter
7510164e-19df-40b8-8fa8-ca0be399a12f.jpg,short_sleeved_outwear,400.jpg,black,winter
f519692a-6318-4d6f-ac75-dbcc69ab12e4.jpg,short_sleeved_outwear,164.jpg,darkslategray,winter
deafc561-8dbd-468f-96d4-fa4ffab95fe0.jpg,skirt,164.jpg,darkgray,winter
696bd767-2ba3-48c7-b0d5-cda5e59ff692.jpg,skirt,602.jpg,black,winter
6b3de26c-c2c7-4c51-b2e5-356c87d5f402.jpg,short_sleeved_outwear,602.jpg,darkslategray,winter
81a75381-a4cb-4e65-b014-a7f697e5d6aa.jpg,skirt,616.jpg,steelblue,autumn
3716da7f-6b09-490b-be02-0d52da4fa610.jpg,short_sleeved_outwear,616.jpg,dimgray,autumn
dce553ac-a971-4cb4-ab85-1b3479737693.jpg,trousers,616.jpg,lightsteelblue,summer
c47ac734-7b8c-497a-a6d3-fc7cfaacf64a.jpg,trousers,263.jpg,darkgray,winter
7639e22b-e36a-471b-b864-803dd970f48b.jpg,trousers,511.jpg,black,winter
2fc4d780-1260-4a94-830a-a66952e4c25d.jpg,skirt,539.jpg,black,winter
c320eda7-3c1f-4814-845c-48f8377380dc.jpg,short_sleeved_outwear,539.jpg,black,winter
37498a16-86a8-408d-86e7-3dfe223becaa.jpg,trousers,539.jpg,black,winter
d42cf6e9-548c-42c9-93e2-dadda0198dfc.jpg,trousers,288.jpg,black,winter
8a6499ff-ce19-41f8-8b47-b3c8693785a5.jpg,short_sleeved_outwear,288.jpg,black,winter
7084cb0a-6fb7-45ba-979e-883b76acabc0.jpg,trousers,465.jpg,rosybrown,summer
931a9b88-4e5f-4a6d-9e4c-8b352f6627bd.jpg,vest,465.jpg,rosybrown,summer
9fd3dd53-33fc-49b2-8d2d-1a0af6c3c446.jpg,skirt,471.jpg,black,winter
60e81a59-5fae-4c0b-b155-3a70a6688058.jpg,short_sleeved_outwear,471.jpg,darkslategray,winter
6c514090-ae32-4c73-a80c-e4a8e56f4009.jpg,trousers,471.jpg,black,winter
3f771852-17e9-400f-a54a-00867ae62a01.jpg,trousers,115.jpg,silver,summer
a976d1b2-6b6e-48f0-8abe-d9ae0c02138d.jpg,short_sleeved_outwear,115.jpg,black,winter
2ac5efc1-869d-43c8-b3be-7eb47e54e11a.jpg,trousers,115.jpg,black,winter
661b84a0-60f0-489e-8d26-29327335e2b0.jpg,trousers,303.jpg,black,winter
bb775699-eb71-4f09-a2e3-e4373e7fe798.jpg,skirt,673.jpg,black,winter
970ae4f8-10ec-4395-8be2-e8e0cda7ff30.jpg,long_sleeved_shirt,673.jpg,black,winter
3a899374-e337-4ad3-9942-a6a8663c74c0.jpg,short_sleeved_dress,667.jpg,silver,summer
9ea5b6ac-5832-4f1a-b53c-9a9e85af29a8.jpg,short_sleeved_outwear,667.jpg,black,winter
9c54a6ee-f204-4207-889c-9e2ae3a62a3e.jpg,long_sleeved_shirt,667.jpg,black,winter
d5c2c3a1-e408-4cdd-aa74-8514adcb99a6.jpg,trousers,101.jpg,yellowgreen,spring
c960e276-b3cf-49ca-9c49-47111e85c8b7.jpg,short_sleeved_outwear,28.jpg,darkslategray,winter
191af57d-b9bf-4f53-a195-bb77bdbadcdb.jpg,skirt,28.jpg,black,winter
a74f9956-1f1c-4c01-be58-bd6fe7ffa396.jpg,short_sleeved_dress,698.jpg,lightsteelblue,summer
f65ea624-97f9-4ae1-9fec-448245c0ec36.jpg,skirt,698.jpg,gray,winter
ae800d84-b74c-448c-a961-c6c2c4ec1d5b.jpg,sling,698.jpg,dimgray,autumn
3291f4b5-2849-4d1e-ba26-3e2c7faf1311.jpg,trousers,14.jpg,lavender,winter
c8f0a7be-6cd2-4245-9341-7c4c27dcfd5f.jpg,skirt,166.jpg,black,winter
3c619884-1b25-46e5-a023-2f27ebc54ebc.jpg,short_sleeved_outwear,166.jpg,darkslategray,winter
c721603c-224b-4c7c-8a86-e7260fd98937.jpg,vest,166.jpg,black,winter
d391b172-6c30-4f54-a09d-cd84cdd129c5.jpg,vest,73.jpg,royalblue,winter
6dcd2c18-5b9e-4584-93b5-35777e35cb1c.jpg,trousers,73.jpg,royalblue,winter
32fb819c-d0df-4ae8-b293-58bec1dfcc83.jpg,vest,199.jpg,oldlace,spring
d84adf9a-aa72-4c38-89d4-72390249607f.jpg,trousers,199.jpg,darkslategray,winter
28e0284e-32ce-4207-ac95-182d3bdaf11a.jpg,trousers,600.jpg,black,winter
af0de9ec-20dc-4006-86da-c669972582f3.jpg,trousers,9.jpg,black,winter
b2d3fc9a-907d-4a0d-b8c5-a3a97b646c40.jpg,short_sleeved_outwear,9.jpg,darkslategray,winter
7f101a78-2c61-4c8b-88da-e81130df5117.jpg,skirt,614.jpg,steelblue,autumn
cd6b25cc-aa58-47ab-b132-ca99054c7658.jpg,trousers,614.jpg,lightsteelblue,summer
144f3fa6-1061-4944-9c11-849705c7c86d.jpg,long_sleeved_shirt,614.jpg,black,winter
0a1c4957-990c-4d3d-a38b-936435633e00.jpg,short_sleeved_outwear,614.jpg,black,winter
179a8381-0c36-4210-b2b2-ea6c868ed3b5.jpg,vest,628.jpg,black,winter
04a63db8-8505-46dc-b572-3e2f5dc8f318.jpg,trousers,628.jpg,black,winter
93b4faf6-bc6a-47ec-b92c-a0464661bc85.jpg,skirt,628.jpg,black,winter
9f0e1f1c-3554-42a6-a7bf-01dc117aee4d.jpg,trousers,364.jpg,steelblue,autumn
bde6a5f1-0ef5-444a-8002-e36554c39b95.jpg,short_sleeved_outwear,364.jpg,pink,winter
6391bcd5-8116-4288-9c9e-433c33d7ff6b.jpg,skirt,364.jpg,steelblue,autumn
fc9f7c96-1bd5-4ab3-a741-d2ba3bc74e25.jpg,vest,358.jpg,black,winter
09b6297d-00c1-4611-9eff-c07def150d94.jpg,trousers,358.jpg,black,winter
c23e0a7d-2d23-488c-96b0-7da49b0d2aa2.jpg,skirt,589.jpg,darkgray,winter
4afa1643-9eea-4515-8214-65e27d10717e.jpg,short_sleeved_outwear,589.jpg,lavender,winter
a7897339-2752-4a8a-96d5-2287e97cda02.jpg,vest,576.jpg,black,winter
7c6845c9-13dc-4ad9-9616-e732440e4e78.jpg,short_sleeved_outwear,576.jpg,black,winter
5521d971-48f8-4ab4-b951-7c3493d26b52.jpg,trousers,210.jpg,dimgray,autumn
b3d7190e-2b04-4dab-91b2-20c2f63e30e4.jpg,trousers,416.jpg,gainsboro,winter
a647aa58-72d1-4efb-9cf8-e5336e7c084d.jpg,long_sleeved_shirt,416.jpg,black,winter
21ad0fff-47dd-4c4a-b86b-750f03911887.jpg,vest,370.jpg,black,winter
f45c3e7d-f6fc-417c-9894-879d9a3c4ba0.jpg,short_sleeved_outwear,370.jpg,black,winter
a962b6ec-3d83-4a25-a6fc-fb6e97d493b2.jpg,skirt,562.jpg,lightsteelblue,summer
fd062b30-991e-47e6-9c48-b4a69f55c0cd.jpg,long_sleeved_shirt,562.jpg,black,winter
8e8058e4-c11c-4c5a-8712-3d4283afeb12.jpg,short_sleeved_outwear,204.jpg,burlywood,autumn
61290a8f-d893-4518-bedc-c49a9fc9039a.jpg,trousers,204.jpg,gainsboro,winter
17a32f85-7507-40f1-b5b2-b1b78037777c.jpg,long_sleeved_shirt,204.jpg,burlywood,autumn
f86f68f8-7ea0-4aaa-8bbe-a26d0e7802d5.jpg,short_sleeved_outwear,760.jpg,black,winter
3dbb3656-424b-4e75-9fb8-95448a0b9551.jpg,trousers,760.jpg,darkslateblue,winter
